PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG, HMDB_ID
3104,deoxycholate,Lipid,Secondary Bile Acid Metabolism,1114,LC/MS Neg,302,5294,391.28538,83-44-3,222528,389318,C04483,HMDB00626
3107,deoxycholic acid (12 or 24)-sulfate*,Lipid,Secondary Bile Acid Metabolism,63688,LC/MS Neg,100021712,4580,235.11746,,,,,
3108,deoxycholic acid glucuronide,Lipid,Secondary Bile Acid Metabolism,63610,LC/MS Neg,100020550,4800,567.31747,,,,,
5075,desmethylcitalopram*,Xenobiotics,Drug - Psychoactive,62477,LC/MS Pos Late,100020790,880,311.15542,,162180,142424,C16608,"HMDB14021,HMDB60576"
4766,desmethylnaproxen,Xenobiotics,"Drug - Analgesics, Anesthetics",46331,LC/MS Neg,100001787,3045,215.07136,52079-10-4,13393711,18640362,,HMDB13989
4767,desmethylnaproxen sulfate,Xenobiotics,"Drug - Analgesics, Anesthetics",46106,LC/MS Neg,100001788,2250,295.02818,,184679,160559,,
5076,didesmethylcitalopram*,Xenobiotics,Drug - Psychoactive,62478,LC/MS Pos Late,100020791,876,297.13977,,,23935928,,
1395,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),17805,LC/MS Neg,1231,5730,307.26425,2091-39-6,6439848,4944228,C16525,HMDB05060
1397,dihomo-linolenate (20:3n3 or n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),35718,LC/MS Neg,100001739,5596,305.2486,17046-59-2,5280581,4471954,C03242,HMDB02925
1716,dihomo-linolenoyl-choline,Lipid,Fatty Acid Metabolism (Acyl Choline),53262,LC/MS Pos Late,100009335,1424,392.35231,,,,,
1674,dihomo-linolenoylcarnitine (C20:3n3 or 6)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57521,LC/MS Pos Late,100015840,1392,450.35777,,,,,
1672,dihomo-linoleoylcarnitine (C20:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57520,LC/MS Pos Late,100015839,1436,452.37343,,,,,
4325,dihydrocaffeate sulfate (2),Xenobiotics,Food Component/Plant,62524,LC/MS Polar,100020822,1328,261.00744,,49844181,,,
3816,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",601,LC/MS Polar,923,1910,157.02548,155-54-4,648,628,C00337,HMDB03349
4945,diltiazem,Xenobiotics,Drug - Cardiovascular,42981,LC/MS Pos Late,100004015,888,415.16861,33286-22-5,39186,35850,C06958,HMDB14487
5267,dimethyl sulfone,Xenobiotics,Chemical,43424,LC/MS Pos Early,100004284,832,95.01613,67-71-0,6213,5978,C11142,HMDB04983
429,dimethylarginine (SDMA + ADMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism,36808,LC/MS Pos Early,100001810,2850,203.15026,102783-24-4,123831,110375,C03626,HMDB01539
5,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",5086,LC/MS Pos Early,806,1104,104.07061,1118-68-9,673,653,C01026,HMDB00092
1402,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32415,LC/MS Neg,100001182,6034,335.29555,7370-49-2,5282807,4445934,C16533,HMDB61714
1526,docosadioate (C22-DC),Lipid,"Fatty Acid, Dicarboxylate",39837,LC/MS Neg,100002952,5291.8,369.30103,505-56-6,244872,214170,C19625,
1388,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),44675,LC/MS Neg,100000665,5525,327.23295,6217-54-5,445580,393183,C06429,HMDB02183
1681,docosahexaenoylcarnitine (C22:6)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57523,LC/MS Pos Late,100015845,1349,472.34215,,,,,
1720,docosahexaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53263,LC/MS Pos Late,100009333,1378,414.33666,,,,,
1387,docosapentaenoate (n3 DPA; 22:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32504,LC/MS Neg,100001181,5571,329.2486,2234-74-4,6441454,,C16513,HMDB06528
1401,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),37478,LC/MS Neg,100001580,5624.5,329.2486,25182-74-5,6441454,4945614,C16513,HMDB01976
1389,docosatrienoate (22:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32417,LC/MS Neg,100001195,5823,333.2799,59708-86-0,5312556,4471981,C16534,HMDB02823
1511,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",62276,LC/MS Neg,100020478,5146,195.13905,,,,,
1508,dodecanedioate (C12-DC),Lipid,"Fatty Acid, Dicarboxylate",32388,LC/MS Neg,100001102,2990,229.14453,693-23-2,12736,12213,C02678,HMDB00623
1510,dodecenedioate (C12:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61864,LC/MS Neg,100019972,2700,227.12887,,,,,
206,dopamine 3-O-sulfate,Amino Acid,Tyrosine Metabolism,48407,LC/MS Neg,100006361,1556.2,232.02845,,122136,108936,C13690,HMDB06275
5269,ectoine,Xenobiotics,Chemical,35651,LC/MS Pos Early,100001635,1980,143.08151,96702-03-3,126041,112069,C06231,
5270,EDTA,Xenobiotics,Chemical,22163,LC/MS Neg,100001002,643,291.08339,60-00-4,6049,5826,C00284,HMDB15109
1524,eicosanedioate (C20-DC),Lipid,"Fatty Acid, Dicarboxylate",39831,LC/MS Neg,100002951,5200.9,341.26973,2424-92-2,75502,68030,,
1385,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),18467,LC/MS Neg,2050,5450,301.2173,10-2005-9;10417-94-4,446284,393682,C06428,HMDB01999
1525,eicosenedioate (C20:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",62923,LC/MS Neg,100021105,5095,339.25407,,,,,
1368,eicosenoate (20:1),Lipid,Long Chain Monounsaturated Fatty Acid,33587,LC/MS Neg,100001335,5950,309.2799,,5282768,4445895,C16526,HMDB02231
1666,eicosenoylcarnitine (C20:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57519,LC/MS Pos Late,100015838,1484,454.38909,,,,,
3006,epiandrosterone sulfate,Lipid,Androgenic Steroids,33973,LC/MS Neg,100001287,4855,369.17411,22229-22-7,9929317,21403101,,
4379,ergothioneine,Xenobiotics,Food Component/Plant,37459,LC/MS Pos Early,100002154,850,230.09578,58511-63-0,3032311,2297320,C05570,HMDB03045
1372,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,1552,LC/MS Neg,1087,6355.6,337.3112,112-86-7,5281116,7924,C08316,HMDB02068
4381,erythritol,Xenobiotics,Food Component/Plant,20699,LC/MS Polar,100000846,1491,167.05611,149-32-6,222285,13835932,C00503,HMDB02994
1273,erythronate*,Carbohydrate,Aminosugar Metabolism,42420,LC/MS Polar,100001320,2186,135.02989,88759-55-1,2781043,2061231,,HMDB00613
5081,escitalopram,Xenobiotics,Drug - Psychoactive,40459,LC/MS Pos Late,100003444,908,325.17107,219861-08-2,146570,129277,D07913,HMDB05028
4554,ethyl alpha-glucopyranoside,Xenobiotics,Food Component/Plant,63152,LC/MS Neg,100015965,1576,207.08741,34625-23-5,428040,378664,,
347,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15765,LC/MS Polar,2054,2785,131.03498,601-75-2,11756,11263,,HMDB00622
5333,ethylparaben sulfate,Xenobiotics,Chemical,48463,LC/MS Neg,100006271,3445,245.01253,162338-11-6,,,,
3017,etiocholanolone glucuronide,Lipid,Androgenic Steroids,47112,LC/MS Neg,100005403,4915,465.24939,9/3/3602,270605,,,HMDB04484
4588,eugenol sulfate,Xenobiotics,Food Component/Plant,48715,LC/MS Neg,100006171,3782,243.03326,95480-60-7,180632,157181,,
5018,febuxostat,Xenobiotics,Drug - Metabolic,63734,LC/MS Neg,100021748,4748,315.08088,144060-53-7,134018,118173,D01206,
5109,fexofenadine,Xenobiotics,Drug - Respiratory,42021,LC/MS Pos Late,100004018,944,502.29519,83799-24-0,3348,3231,C06999,HMDB05030
1009,Fibrinopeptide A (2-15)**,Peptide,Fibrinogen Cleavage Peptide,62809,LC/MS Neg,100020902,2120,653.26621,,,,,
1012,Fibrinopeptide A (3-16)**,Peptide,Fibrinogen Cleavage Peptide,62811,LC/MS Neg,100020903,2786,673.8033,,,,,
1013,Fibrinopeptide A (5-16)*,Peptide,Fibrinogen Cleavage Peptide,62148,LC/MS Neg,100020274,2850,601.77795,,,,,
1008,Fibrinopeptide A*,Peptide,Fibrinogen Cleavage Peptide,57709,LC/MS Neg,100001322,2474,766.83533,25422-31-5,16133137,14654187,,
1016,"Fibrinopeptide A, des-ala(1)*",Peptide,Fibrinogen Cleavage Peptide,31548,LC/MS Neg,100001323,2535,731.31677,,,21403111,,
1017,"Fibrinopeptide A, phosphono-ser(3)*",Peptide,Fibrinogen Cleavage Peptide,57712,LC/MS Neg,100001324,2016,806.81849,886023-52-5,,21403112,,
1029,Fibrinopeptide B (1-11)**,Peptide,Fibrinogen Cleavage Peptide,62815,LC/MS Neg,100020912,2389,411.48897,,,,,
1030,Fibrinopeptide B (1-12)**,Peptide,Fibrinogen Cleavage Peptide,62814,LC/MS Neg,100020910,2366,661.25311,,,,,
1031,Fibrinopeptide B (1-13)**,Peptide,Fibrinogen Cleavage Peptide,62813,LC/MS Neg,100020908,2482,696.77166,,,,,
3934,flavin adenine dinucleotide (FAD),Cofactors and Vitamins,Riboflavin Metabolism,2134,LC/MS Neg,327,2425,784.14985,146-14-5;84366-81-4,643975,559059,C00016,HMDB01248
5064,fluoxetine,Xenobiotics,Drug - Psychoactive,44619,LC/MS Pos Late,1382,1025,310.14133,59333-67-4,3386,3269,D00326,
77,formiminoglutamate,Amino Acid,Histidine Metabolism,43493,LC/MS Pos Early,100002500,1880,175.07134,816-90-0,439233,388370,C00439,HMDB00854
1191,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48195,LC/MS Polar,878,2065,225.06159,57-48-7,5984,5764,C00095,HMDB00660
113,fructosyllysine,Amino Acid,Lysine Metabolism,46227,LC/MS Pos Early,100005373,2784,309.16563,21291-40-7,123708,110281,,
1291,fumarate,Energy,TCA Cycle,1643,LC/MS Polar,330,3084,115.00368,100-17-8,444972,10197150,C00122,HMDB00134
5040,gabapentin,Xenobiotics,Drug - Neurological,38686,LC/MS Neg,100002806,2407.4,170.11865,60142-96-3,3446,3328,D00332,HMDB05015
1217,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.05102,299-28-5,128869,114198,C00880,HMDB00565
50,gamma-carboxyglutamate,Amino Acid,Glutamate Metabolism,38754,LC/MS Pos Early,100002679,903,192.05027,56271-99-9,40772,37241,,HMDB41900
3966,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,44876,LC/MS Neg,100002094,3843,263.12888,178167-75-4,133098,117455,,HMDB01931
3967,gamma-CEHC glucuronide*,Cofactors and Vitamins,Tocopherol Metabolism,42381,LC/MS Neg,100004243,2500,439.16097,,,,,
566,gamma-glutamyl-2-aminobutyrate,Peptide,Gamma-glutamyl Amino Acid,37092,LC/MS Pos Early,100001502,2380,233.1132,16869-42-4,,21403151,,
556,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,55015,LC/MS Pos Early,100010901,2784,276.1554,,65254,58747,,
557,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2725,276.1554,17105-15-6,7015685,5378717,,HMDB03869
565,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644,305.14556,,,,,
550,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,36738,LC/MS Pos Early,331,1775,277.10303,1116-22-9,92865,83831,C05282,HMDB11737
551,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.11902,10148-81-9,150914,133013,C05283,HMDB11738
552,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,1948-29-4,165527,145071,,HMDB11667
553,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.11935,37460-15-4,7017195,5380197,,
554,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940,261.1445,,14253342,21403145,,HMDB11170
555,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,2566-39-4,151023,133115,,HMDB11171
558,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,44872,LC/MS Pos Early,100001313,2640,279.10092,17663-87-5,7009567,5373147,,HMDB29155
559,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Pos Early,100000491,2992,295.12885,7432-24-8,111299,99868,,HMDB00594
560,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.10812,5652-48-2,76078708,21403107,,HMDB29159
561,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid,33947,LC/MS Neg,100001295,1960,332.12519,66471-20-3,3989307,2302065,,HMDB29160
562,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Neg,1102,1240,309.10921,7432-23-7,94340,85142,,HMDB11741
563,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Pos Early,100001126,2700,247.12885,2746-34-1,7015683,,,HMDB11172
3980,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.36427,,,,,
4364,genistein sulfate*,Xenobiotics,Food Component/Plant,62061,LC/MS Neg,100020207,3616,349.00236,,,,,
201,gentisate,Amino Acid,Tyrosine Metabolism,18280,LC/MS Polar,100000447,905,153.01933,490-79-9,3469,3350,C00628,HMDB00152
5451,GlcNAc sulfate conjugate of C21H34O2 steroid**,Partially Characterized Molecules,Partially Characterized Molecules,63699,LC/MS Neg,100021726,4336.7,299.63862,,,,,
4296,gluconate,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.05102,527-07-1,10690,10240,C00257,HMDB00625
1073,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48152,LC/MS Polar,572,2342,225.06159,50-99-7,5793,71358,C00031,HMDB00122
1249,glucuronate,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.03537,207300-70-7,444791,58552,C00191,HMDB00127
5396,glucuronide of C10H18O2 (7)*,Partially Characterized Molecules,Partially Characterized Molecules,61887,LC/MS Neg,100020014,3790,345.1555,,,,,
5397,glucuronide of C10H18O2 (8)*,Partially Characterized Molecules,Partially Characterized Molecules,61888,LC/MS Neg,100020015,3865,345.1555,,,,,
4481,glucuronide of piperine metabolite C17H21NO3 (4)*,Xenobiotics,Food Component/Plant,62291,LC/MS Neg,100020492,3992,462.17696,,,,,
4482,glucuronide of piperine metabolite C17H21NO3 (5)*,Xenobiotics,Food Component/Plant,62292,LC/MS Neg,100020493,4039,462.17696,,,,,
42,glutamate,Amino Acid,Glutamate Metabolism,57,LC/MS Pos Early,561,1500,148.06044,56-86-0,611,591,C00025,HMDB00148
43,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Pos Early,563,1291,147.07642,56-85-9,5961,5746,C00064,HMDB00641
5418,glutamine conjugate of C6H10O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,63657,LC/MS Neg,100020261,2404,241.11938,,,,,
5419,glutamine conjugate of C6H10O2 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,63660,LC/MS Neg,100020262,2526,241.11938,,,,,
5420,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,63658,LC/MS Neg,100020259,3053,255.13502,,,,,
1481,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.03498,110-94-1,743,3618533,C00489,HMDB00661
119,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,44664,LC/MS Pos Early,100001593,2393,276.14417,102636-82-8,71464488,21403175,,HMDB13130
4993,glyburide,Xenobiotics,Drug - Metabolic,63916,LC/MS Pos Late,100020883,1180,494.1511,10238-21-8,3488,3368,"D00336,C07022",HMDB15151
1093,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.01933,600-19-1,752,732,C00258,HMDB00139
2535,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.04007,56-81-5,753,733,C00116,HMDB00131
2536,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.02095,29849-82-9,754,734,C00093,HMDB00126
1977,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,37455,LC/MS Pos Early,100001620,659,216.06315,33049-08-0,123874,110410,C01233,HMDB00114
2541,glycerophosphoglycerol,Lipid,Glycerolipid Metabolism,48857,LC/MS Polar,100001619,2430,245.04317,,439964,388990,C03274,
1979,glycerophosphoinositol*,Lipid,Phospholipid Metabolism,47155,LC/MS Polar,100001621,3850,333.05922,16824-65-0,167572,,,
1973,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Pos Early,100000269,672,258.1101,28319-77-9,71920,571409,C00670,HMDB00086
1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.03931,56-40-6,750,730,C00037,HMDB00123
5435,glycine conjugate of C10H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,62145,LC/MS Neg,100020253,4005,220.09791,,,,,
5436,glycine conjugate of C10H14O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,62146,LC/MS Neg,100020254,4335,222.11356,,,,,
3095,glyco-beta-muricholate**,Lipid,Primary Bile Acid Metabolism,62066,LC/MS Neg,100020214,4762,464.30176,,,,,
3087,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,32346,LC/MS Neg,1628,5236.1,448.30684,16564-43-5,12544,,C05466,HMDB00637
3100,glycochenodeoxycholate 3-sulfate,Lipid,Primary Bile Acid Metabolism,52974,LC/MS Neg,100006641,4820,263.62819,,,,,
3098,glycochenodeoxycholate glucuronide (1),Lipid,Primary Bile Acid Metabolism,52983,LC/MS Neg,100009264,4806,311.66583,,,,,
3080,glycocholate,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.30176,475-31-0;863-57-0,10140,9734,C01921,HMDB00138
3101,glycocholate glucuronide (1),Lipid,Primary Bile Acid Metabolism,52977,LC/MS Neg,100009259,4533,640.33385,,,,,
3154,glycocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,32599,LC/MS Neg,100001989,4750,254.62291,,,,,
3110,glycodeoxycholate,Lipid,Secondary Bile Acid Metabolism,18477,LC/MS Neg,100000436,5281,448.30684,360-65-6,3035026,,C05464,HMDB00631
3159,glycodeoxycholate 3-sulfate,Lipid,Secondary Bile Acid Metabolism,52975,LC/MS Neg,100006642,4875,263.62819,,,,,
3145,glycohyocholate,Lipid,Secondary Bile Acid Metabolism,42574,LC/MS Neg,100004083,5020,464.30176,,,,,
3120,glycolithocholate,Lipid,Secondary Bile Acid Metabolism,31912,LC/MS Neg,100001064,5357.1,432.31193,474-74-8,115245,103116,C15557,HMDB00698
3121,glycolithocholate sulfate*,Lipid,Secondary Bile Acid Metabolism,32620,LC/MS Neg,100001657,5011,255.63073,15324-64-8,72222,65188,C11301,HMDB02639
3134,glycoursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,39379,LC/MS Neg,100002911,5033,448.30684,64480-66-6,12310288,19973534,,HMDB00708
3136,glycoursodeoxycholic acid sulfate (1),Lipid,Secondary Bile Acid Metabolism,63731,LC/MS Neg,100020819,4309,263.62819,,,,,
4080,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.00196,,22473,21078,,HMDB60013
455,guanidinoacetate,Amino Acid,Creatine Metabolism,43802,LC/MS Pos Early,344,1937,118.06111,352-97-6,763,743,C00581,HMDB00128
487,guanidinosuccinate,Amino Acid,Guanidino and Acetamido Metabolism,32446,LC/MS Polar,100001212,3550,174.05203,6133-30-8,97856,88329,C03139,HMDB03157
3956,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.05102,20246-53-1,152304,7969943,C00257,HMDB03290
4002,heme,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,41754,LC/MS Pos Late,100001386,1124,616.1762,14875-96-8,26945,,C00032,HMDB03178
1327,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,111-14-8,8094,7803,C17714,HMDB00666
1496,heptenedioate (C7:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61866,LC/MS Polar,100019981,2816,157.05063,,,,,
1391,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.20165,28290-73-5,,13628094,,HMDB00477
1517,hexadecanedioate (C16-DC),Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615,285.20713,505-54-4,10459,10027,C19615,HMDB00672
2847,hexadecasphingosine (d16:1)*,Lipid,Sphingosines,57428,LC/MS Pos Late,100015723,1289,272.25841,,,28533427,,
1518,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.19148,,,,,
1636,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",32328,LC/MS Pos Early,100000781,3358,260.18564,6920-35-0,6426853,4932273,,HMDB00705
1598,hexanoylglutamine,Lipid,Fatty Acid Metabolism (Acyl Glutamine),54907,LC/MS Neg,100001733,2780,243.13503,,,,,
4045,hippurate,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.05096,495-69-2,464,451,C01586,HMDB00714
67,histidine,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,5934-29-2,6274,752,C00135,HMDB00177
4415,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant,62278,LC/MS Pos Early,100004059,2094,198.12371,534-30-5,3083620,2340795,,
424,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22137,LC/MS Pos Early,100000961,2882,189.13461,156-86-5,9085,8732,C01924,HMDB00670
425,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Pos Early,100000963,1908,190.11862,1190-49-4,65072,58582,C02427,HMDB00679
4418,homostachydrine*,Xenobiotics,Food Component/Plant,33009,LC/MS Pos Early,100001550,1750,158.11756,1195-94-4,441447,390180,C08283,HMDB33433
73,hydantoin-5-propionate,Amino Acid,Histidine Metabolism,40473,LC/MS Polar,100002514,2080,171.04113,5624-26-0,782,761,C05565,HMDB01212
4959,hydrochlorothiazide,Xenobiotics,Drug - Cardiovascular,39625,LC/MS Neg,100002734,2046,295.95719,58-93-5,3639,3513,C07041,HMDB01928
5127,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395,188.98631,123-31-9,161220,141624,C00530,HMDB02434
1528,hydroxy-CMPF*,Lipid,"Fatty Acid, Dicarboxylate",62277,LC/MS Neg,100019794,1516,255.08741,,,,,
110,"hydroxy-N6,N6,N6-trimethyllysine*",Amino Acid,Lysine Metabolism,62959,LC/MS Pos Early,100021123,2759,205.15468,,,,,
41,hydroxyasparagine**,Amino Acid,Alanine and Aspartate Metabolism,62060,LC/MS Pos Early,100020205,1149,149.05568,,97663,88149,C03124,HMDB32332
5066,hydroxybupropion,Xenobiotics,Drug - Psychoactive,32882,LC/MS Neg,100001309,5084,254.09533,,446,21403106,,HMDB12235
4996,hydroxypioglitazone (M-IV),Xenobiotics,Drug - Metabolic,43580,LC/MS Pos Late,100004177,665,373.12166,146062-44-4,,,,
3144,hyocholate,Lipid,Secondary Bile Acid Metabolism,34093,LC/MS Neg,100001279,5046,407.28029,547-75-1,92805,21403098,C17649,HMDB00760
405,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",590,LC/MS Pos Early,358,724,110.02703,300-84-5,107812,96959,C00519,HMDB00965
3736,hypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Neg,171,1291.2,135.03123,68-94-0,790,768,C00262,HMDB00157
4768,ibuprofen,Xenobiotics,"Drug - Analgesics, Anesthetics",17799,LC/MS Neg,1487,4925,205.1234,15687-27-1,3672,3544,D00126,HMDB01925
4773,ibuprofen acyl glucuronide,Xenobiotics,"Drug - Analgesics, Anesthetics",38366,LC/MS Neg,100002406,4976,381.15549,115075-59-7,163959,143793,,
78,imidazole lactate,Amino Acid,Histidine Metabolism,15716,LC/MS Pos Early,100000263,2040,157.06077,14403-45-3,793,389128,C05568,HMDB02320
76,imidazole propionate,Amino Acid,Histidine Metabolism,40730,LC/MS Pos Early,100003434,2263,141.06586,1074-59-5,70630,63798,,HMDB02271
5279,iminodiacetate (IDA),Xenobiotics,Chemical,21025,LC/MS Pos Early,100000900,830,134.04479,142-73-4,8897,8557,C19911,HMDB11753
267,indoleacetate,Amino Acid,Tryptophan Metabolism,27513,LC/MS Neg,100001034,2200,174.05605,6505-45-9,802,780,C00954,HMDB00197
272,indoleacetylglutamine,Amino Acid,Tryptophan Metabolism,42087,LC/MS Neg,100001731,2535,302.11463,,25200879,,,HMDB13240
266,indolelactate,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286,204.06661,832-97-3,92904,83867,C02043,HMDB00671
270,indolepropionate,Amino Acid,Tryptophan Metabolism,32405,LC/MS Pos Early,100001083,3205,190.08626,830-96-6,3744,3613,,HMDB02302
4422,indolin-2-one,Xenobiotics,Food Component/Plant,43374,LC/MS Pos Early,100004318,2575,134.06004,59-48-3,321710,284794,C12312,
3735,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,LC/MS Neg,361,1602.1,267.07349,58-63-9,6021,21241953,C00294,HMDB00195
3734,inosine 5'-monophosphate (IMP),Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",2133,LC/MS Pos Early,362,650,349.05438,4691-65-0,8582,5482599,C00130,HMDB00175
363,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33441,LC/MS Pos Early,100001055,2810,232.15434,25518-49-4,168379,,,HMDB00736
364,isobutyrylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35437,LC/MS Neg,100001590,1420,144.06661,15926-18-8,10855600,9030891,,HMDB00730
1285,isocitrate,Energy,TCA Cycle,12110,LC/MS Pos Early,1206,773,210.0608,20226-99-7,1198,1161,C00311,HMDB00193
1286,isocitric lactone,Energy,TCA Cycle,54724,LC/MS Polar,100009239,2970,173.00916,4702-32-3,98259,88729,,
